127, 51, 168, 100
21, 38, 50, 81
49, 48, 91, 109
127, 49, 168, 99
20, 41, 53, 90
122, 43, 151, 95
131, 48, 168, 102
121, 47, 149, 101
20, 40, 54, 90
50, 49, 95, 109
119, 45, 147, 102
135, 50, 167, 101
20, 41, 53, 90
121, 45, 147, 102
135, 50, 167, 101
21, 38, 52, 82
50, 48, 95, 110
121, 48, 147, 102
135, 51, 167, 101
19, 38, 53, 82
50, 51, 97, 110
51, 34, 72, 70
121, 45, 148, 101
133, 49, 167, 100
19, 38, 54, 81
126, 50, 168, 99
50, 34, 71, 69
128, 53, 168, 99
50, 37, 70, 69
49, 54, 92, 110
127, 51, 168, 99
49, 36, 70, 69
127, 52, 168, 98
50, 52, 87, 110
49, 49, 88, 111
127, 52, 169, 98
49, 52, 90, 111
127, 53, 169, 98
17, 49, 38, 100
50, 53, 89, 111
127, 52, 169, 98
17, 49, 39, 100
50, 52, 90, 111
127, 52, 168, 98
17, 48, 39, 102
127, 51, 168, 98
50, 50, 88, 111
17, 48, 38, 102
127, 51, 168, 98
50, 50, 87, 111
16, 49, 38, 102
128, 52, 168, 99
50, 56, 88, 111
16, 49, 38, 101
128, 52, 168, 98
50, 55, 86, 110
16, 49, 37, 101
49, 37, 69, 69
127, 50, 168, 99
127, 51, 168, 99
127, 50, 168, 99
127, 50, 168, 99
17, 50, 37, 100
190, 46, 208, 74
127, 53, 168, 99
16, 50, 37, 100
127, 51, 167, 99
188, 49, 217, 107
16, 50, 37, 101
192, 47, 211, 74
126, 52, 168, 99
189, 48, 216, 104
192, 46, 212, 74
17, 51, 37, 100
126, 52, 167, 98
248, 38, 276, 89
17, 51, 37, 100
192, 46, 211, 74
188, 49, 217, 107
126, 51, 168, 99
234, 31, 265, 81
17, 49, 36, 100
192, 46, 211, 74
126, 51, 169, 99
206, 29, 254, 148
218, 29, 253, 96
194, 47, 212, 74
250, 33, 273, 85
126, 50, 168, 98
213, 26, 252, 89
201, 30, 249, 152
127, 51, 168, 99
229, 30, 269, 79
18, 50, 36, 99
126, 50, 170, 99
17, 49, 37, 100
49, 40, 66, 76
127, 51, 170, 99
16, 49, 37, 100
126, 51, 169, 99
17, 49, 37, 99
43, 33, 69, 77
191, 47, 210, 75
126, 51, 169, 99
43, 24, 69, 69
16, 51, 38, 100
257, 35, 296, 154
16, 50, 37, 101
44, 25, 70, 69
188, 88, 255, 160
158, 85, 268, 167
41, 23, 69, 70
16, 50, 37, 100
127, 52, 167, 99
192, 45, 212, 75
127, 51, 167, 99
126, 50, 168, 99
16, 48, 36, 100
193, 46, 212, 75
173, 46, 194, 74
125, 50, 168, 99
17, 49, 37, 100
126, 51, 168, 99
18, 49, 36, 100
175, 46, 195, 73
127, 51, 167, 99
18, 50, 36, 100
127, 52, 167, 99
17, 49, 36, 100
127, 52, 167, 99
17, 48, 36, 101
17, 49, 36, 100
19, 49, 36, 99
18, 49, 37, 100
127, 53, 167, 99
18, 50, 37, 99
128, 52, 170, 99
18, 50, 37, 100
128, 52, 170, 100
19, 50, 36, 99
128, 52, 170, 100
20, 50, 36, 98
127, 52, 169, 100
20, 50, 36, 99
192, 64, 249, 157
127, 52, 168, 100
128, 53, 169, 100
20, 50, 35, 99
127, 50, 168, 99
242, 35, 271, 85
19, 50, 36, 99
128, 50, 168, 100
209, 37, 249, 89
174, 46, 196, 74
18, 49, 36, 99
121, 46, 150, 97
121, 48, 151, 100
177, 37, 214, 79
19, 49, 37, 100
130, 52, 169, 109
73, 40, 102, 101
121, 42, 148, 107
19, 50, 37, 100
48, 49, 72, 104
137, 40, 182, 119
47, 50, 71, 105
74, 42, 100, 98
20, 51, 37, 98
127, 49, 168, 99
18, 48, 39, 101
70, 38, 102, 105
46, 44, 72, 105
127, 51, 169, 99
44, 38, 70, 80
19, 49, 37, 100
127, 51, 169, 99
0, 39, 42, 135
127, 50, 168, 98
49, 59, 74, 108
20, 50, 36, 100
3, 55, 19, 111
128, 51, 169, 100
19, 49, 37, 100
48, 59, 73, 109
127, 47, 167, 99
19, 50, 37, 99
48, 59, 73, 109
222, 27, 243, 73
127, 51, 167, 100
18, 49, 37, 100
48, 58, 73, 109
127, 53, 168, 99
18, 49, 36, 100
48, 58, 73, 109
18, 49, 36, 100
170, 32, 191, 69
48, 57, 73, 109
20, 50, 36, 100
48, 58, 73, 109
128, 51, 168, 99
195, 66, 254, 159
47, 58, 74, 109
19, 49, 36, 100
268, 43, 294, 92
198, 66, 252, 157
47, 58, 73, 108
132, 51, 168, 100
17, 49, 37, 101
129, 50, 167, 100
194, 52, 252, 158
246, 43, 276, 89
47, 58, 73, 108
121, 50, 148, 100
232, 41, 256, 88
19, 50, 36, 100
224, 44, 243, 85
190, 48, 214, 107
47, 60, 73, 109
175, 47, 194, 74
192, 37, 228, 90
19, 50, 37, 101
19, 50, 37, 100
114, 30, 159, 111
20, 50, 37, 99
193, 46, 210, 74
88, 34, 122, 103
122, 43, 149, 94
131, 50, 168, 100
19, 50, 38, 99
192, 47, 209, 74
73, 36, 112, 95
18, 50, 37, 100
195, 62, 250, 156
75, 33, 106, 105
18, 48, 38, 100
78, 35, 104, 100
1, 36, 19, 81
14, 45, 40, 103
25, 31, 66, 115
77, 32, 102, 87
195, 64, 252, 159
70, 33, 97, 88
122, 44, 149, 102
155, 34, 181, 86
131, 51, 164, 101
181, 32, 216, 107
47, 30, 68, 59
220, 36, 239, 79
235, 33, 261, 80
253, 41, 272, 89
277, 41, 299, 88
190, 46, 210, 74
47, 58, 74, 109
191, 63, 250, 157
190, 71, 252, 160
48, 59, 74, 109
191, 69, 252, 159
225, 32, 243, 70
130, 54, 169, 100
191, 46, 210, 74
246, 35, 264, 67
228, 35, 245, 69
128, 53, 168, 99
245, 35, 263, 67
228, 34, 245, 68
191, 46, 211, 74
246, 35, 263, 67
18, 50, 37, 99
126, 51, 168, 95
183, 87, 255, 163
47, 58, 74, 109
245, 35, 263, 67
180, 87, 255, 163
127, 51, 168, 95
181, 88, 254, 163
127, 52, 167, 94
245, 35, 263, 67
178, 87, 254, 163
127, 51, 168, 95
245, 35, 263, 67
127, 51, 168, 94
178, 87, 255, 162
245, 35, 264, 67
228, 34, 245, 69
192, 47, 210, 74
46, 57, 74, 108
126, 47, 167, 92
0, 32, 41, 142
46, 55, 74, 108
245, 35, 264, 67
229, 34, 245, 69
192, 47, 210, 74
23, 22, 61, 137
126, 48, 167, 93
244, 35, 263, 67
186, 47, 217, 111
229, 34, 245, 69
192, 47, 210, 74
126, 48, 167, 93
244, 34, 263, 67
186, 46, 217, 111
52, 17, 82, 134
45, 24, 72, 94
192, 47, 211, 74
229, 34, 245, 69
127, 48, 166, 93
187, 48, 217, 111
244, 36, 262, 68
193, 47, 211, 74
71, 24, 94, 78
231, 37, 244, 68
127, 48, 167, 93
85, 22, 114, 90
187, 49, 217, 111
192, 47, 211, 74
128, 51, 169, 100
188, 48, 217, 111
193, 47, 212, 73
47, 57, 74, 110
124, 23, 173, 109
81, 25, 99, 70
195, 89, 259, 159
125, 47, 151, 101
128, 49, 168, 99
79, 26, 100, 76
51, 28, 71, 69
127, 51, 168, 100
78, 26, 99, 76
58, 32, 83, 88
179, 19, 214, 139
128, 49, 167, 93
75, 29, 95, 59
197, 26, 223, 102
129, 47, 166, 94
