251, 102, 295, 165
234, 83, 261, 121
5, 74, 33, 131
251, 101, 295, 165
5, 67, 34, 124
251, 101, 295, 165
42, 65, 65, 139
104, 84, 136, 138
5, 76, 34, 135
234, 82, 262, 122
251, 102, 294, 164
44, 69, 67, 134
105, 85, 136, 138
44, 67, 69, 135
169, 86, 200, 143
105, 86, 136, 137
249, 111, 282, 165
40, 73, 66, 138
251, 104, 292, 159
40, 73, 65, 139
247, 104, 283, 164
247, 104, 283, 164
41, 74, 67, 141
104, 84, 136, 137
41, 73, 65, 142
172, 82, 201, 130
4, 80, 34, 131
3, 80, 34, 131
245, 109, 284, 163
3, 79, 34, 132
245, 109, 283, 164
49, 68, 67, 104
245, 72, 271, 114
3, 80, 35, 130
104, 86, 140, 135
246, 111, 284, 164
3, 80, 35, 133
103, 86, 140, 136
2, 80, 34, 132
247, 113, 282, 164
252, 72, 273, 113
104, 85, 139, 137
2, 79, 35, 136
154, 84, 177, 111
182, 82, 205, 122
3, 76, 35, 146
245, 71, 271, 114
231, 76, 260, 122
44, 72, 67, 140
2, 79, 43, 169
242, 70, 267, 111
43, 73, 66, 143
246, 112, 283, 166
1, 82, 22, 137
120, 71, 162, 155
248, 112, 282, 165
106, 85, 135, 142
181, 85, 204, 143
119, 72, 161, 160
1, 81, 22, 136
80, 98, 155, 167
242, 106, 286, 166
1, 82, 23, 137
77, 103, 157, 167
1, 83, 23, 136
123, 69, 159, 156
2, 83, 22, 136
1, 82, 21, 136
130, 75, 168, 153
241, 81, 269, 122
241, 104, 286, 163
2, 78, 22, 129
241, 81, 269, 123
2, 77, 23, 127
130, 75, 167, 156
246, 106, 287, 161
131, 72, 168, 156
105, 84, 131, 141
57, 73, 86, 145
40, 75, 63, 143
74, 76, 104, 146
42, 74, 65, 144
96, 79, 138, 148
132, 71, 167, 157
4, 79, 36, 133
2, 78, 36, 137
1, 76, 36, 134
203, 121, 247, 167
5, 75, 36, 137
204, 123, 249, 167
1, 67, 22, 118
251, 104, 293, 166
5, 77, 35, 139
251, 104, 293, 166
5, 77, 35, 140
250, 111, 285, 165
249, 110, 284, 165
168, 85, 201, 157
135, 73, 166, 149
108, 78, 135, 133
251, 105, 293, 166
130, 72, 166, 157
9, 77, 35, 137
5, 79, 34, 138
42, 76, 63, 137
253, 102, 295, 166
41, 74, 65, 142
29, 80, 54, 144
4, 78, 37, 141
250, 103, 295, 166
251, 106, 293, 164
222, 78, 244, 121
40, 74, 64, 141
229, 79, 258, 122
6, 75, 34, 140
106, 82, 133, 138
223, 78, 244, 120
41, 75, 64, 140
223, 80, 243, 121
41, 69, 66, 126
41, 67, 68, 130
4, 77, 35, 141
114, 70, 156, 151
223, 80, 242, 121
28, 80, 56, 142
2, 83, 24, 137
221, 79, 242, 122
41, 74, 64, 140
28, 83, 57, 143
104, 81, 133, 136
222, 79, 243, 121
6, 79, 32, 130
41, 74, 64, 139
104, 86, 141, 137
28, 81, 56, 141
223, 79, 244, 122
41, 76, 65, 135
7, 80, 33, 127
2, 79, 21, 125
40, 67, 70, 134
1, 80, 35, 135
221, 79, 242, 122
221, 79, 242, 122
39, 75, 66, 144
3, 85, 32, 137
118, 74, 160, 156
221, 79, 243, 122
39, 74, 65, 142
107, 86, 137, 138
2, 77, 33, 131
220, 78, 242, 123
235, 80, 261, 122
40, 74, 65, 140
2, 83, 33, 137
223, 80, 240, 122
41, 75, 66, 141
2, 79, 33, 135
222, 83, 242, 123
223, 82, 240, 123
40, 75, 67, 140
2, 80, 34, 133
220, 79, 239, 123
2, 84, 34, 139
1, 79, 36, 139
224, 81, 242, 122
41, 74, 65, 139
221, 80, 239, 105
234, 82, 259, 121
225, 85, 242, 121
190, 80, 210, 127
2, 80, 37, 137
106, 85, 140, 136
