57, 43, 90, 101
114, 47, 153, 91
25, 38, 54, 107
57, 42, 89, 101
115, 46, 153, 91
56, 42, 90, 101
114, 45, 153, 91
113, 45, 152, 91
57, 42, 90, 100
23, 36, 53, 107
114, 45, 153, 91
55, 42, 89, 98
70, 90, 173, 168
190, 53, 246, 145
25, 39, 53, 107
58, 43, 89, 100
114, 46, 153, 91
25, 38, 54, 109
55, 44, 89, 98
113, 47, 153, 91
26, 39, 53, 109
113, 47, 153, 91
58, 44, 89, 100
67, 92, 162, 167
27, 39, 53, 109
113, 47, 153, 91
58, 44, 89, 99
27, 39, 53, 109
114, 47, 153, 91
57, 44, 89, 99
68, 92, 162, 167
113, 47, 153, 91
57, 44, 89, 99
66, 92, 164, 167
25, 38, 54, 109
57, 42, 89, 99
114, 47, 153, 91
67, 93, 164, 167
26, 38, 54, 109
113, 48, 153, 91
58, 45, 89, 99
26, 39, 54, 109
113, 48, 153, 91
56, 44, 89, 97
66, 93, 162, 167
25, 39, 53, 109
113, 47, 153, 91
58, 46, 89, 99
66, 92, 163, 168
25, 38, 54, 109
113, 49, 153, 92
59, 45, 89, 98
67, 91, 180, 167
24, 38, 54, 109
58, 45, 89, 98
114, 49, 154, 96
104, 48, 135, 96
67, 93, 162, 166
24, 37, 55, 109
59, 44, 89, 98
64, 92, 171, 167
117, 49, 154, 95
25, 38, 54, 108
161, 46, 177, 69
106, 46, 131, 91
58, 44, 89, 98
67, 92, 163, 167
115, 49, 154, 95
106, 46, 134, 92
57, 44, 89, 97
114, 49, 154, 94
66, 92, 176, 167
25, 39, 54, 109
58, 45, 89, 98
114, 48, 155, 95
25, 38, 54, 108
59, 45, 89, 97
113, 50, 154, 95
24, 38, 55, 109
65, 92, 163, 167
59, 44, 89, 97
112, 50, 153, 96
24, 37, 55, 109
106, 47, 135, 92
66, 93, 159, 166
58, 44, 89, 98
113, 49, 154, 95
67, 94, 160, 166
59, 44, 89, 98
115, 50, 153, 96
25, 38, 55, 109
106, 46, 134, 92
157, 33, 175, 69
57, 45, 89, 98
115, 51, 153, 95
25, 38, 53, 109
58, 44, 89, 96
68, 93, 164, 166
24, 37, 55, 107
59, 44, 89, 96
113, 48, 153, 95
67, 93, 157, 166
25, 38, 55, 108
58, 44, 89, 97
116, 47, 153, 91
26, 39, 55, 108
68, 93, 160, 166
186, 82, 242, 158
106, 46, 134, 91
58, 46, 89, 96
118, 46, 153, 91
106, 45, 133, 91
68, 93, 160, 166
25, 39, 55, 106
186, 81, 246, 159
160, 47, 181, 73
58, 44, 89, 97
68, 93, 160, 167
116, 46, 154, 91
105, 44, 136, 91
186, 81, 248, 158
24, 39, 54, 106
57, 42, 89, 98
116, 46, 154, 92
68, 93, 160, 166
105, 45, 135, 92
24, 38, 55, 107
186, 77, 244, 157
57, 46, 89, 97
114, 48, 154, 95
68, 93, 160, 166
106, 46, 135, 92
25, 40, 54, 106
116, 46, 153, 92
58, 44, 89, 98
69, 94, 160, 167
107, 45, 135, 92
187, 78, 244, 159
24, 39, 56, 107
57, 44, 87, 96
115, 49, 153, 95
21, 23, 52, 70
58, 44, 89, 97
69, 94, 160, 167
115, 48, 155, 94
22, 38, 55, 108
106, 45, 134, 91
68, 93, 161, 166
58, 45, 89, 96
114, 49, 154, 95
107, 45, 135, 92
22, 36, 55, 108
59, 45, 89, 96
69, 93, 159, 167
114, 49, 154, 96
186, 80, 243, 159
107, 45, 135, 92
22, 37, 55, 106
57, 45, 89, 97
24, 40, 54, 109
116, 50, 154, 94
65, 93, 161, 166
167, 45, 190, 74
67, 93, 154, 167
58, 45, 89, 95
114, 50, 154, 95
24, 40, 53, 108
57, 44, 89, 97
68, 94, 159, 166
114, 49, 154, 95
23, 39, 53, 108
106, 46, 134, 92
59, 45, 89, 96
24, 40, 55, 108
115, 49, 154, 95
68, 92, 162, 167
187, 82, 254, 161
107, 45, 133, 92
59, 45, 88, 96
23, 39, 54, 109
116, 50, 153, 94
59, 45, 89, 97
23, 38, 55, 109
68, 93, 159, 166
115, 48, 154, 94
106, 45, 133, 92
66, 93, 161, 167
58, 45, 89, 96
115, 48, 154, 94
26, 41, 53, 107
186, 81, 247, 157
107, 46, 133, 91
68, 94, 159, 167
58, 44, 89, 96
186, 84, 248, 160
113, 48, 153, 96
106, 45, 134, 91
14, 30, 40, 105
25, 39, 51, 106
58, 44, 89, 96
115, 48, 153, 95
63, 93, 153, 167
12, 31, 40, 100
107, 46, 133, 92
67, 93, 158, 166
58, 43, 89, 96
114, 48, 154, 95
12, 30, 41, 101
25, 39, 52, 106
106, 46, 134, 92
67, 93, 160, 166
58, 44, 89, 95
11, 30, 40, 101
114, 48, 153, 95
69, 94, 158, 167
58, 43, 89, 97
113, 48, 153, 96
12, 29, 39, 103
43, 49, 64, 102
107, 46, 134, 92
26, 40, 52, 106
58, 44, 89, 97
64, 93, 156, 167
115, 49, 152, 96
14, 31, 38, 96
66, 95, 156, 167
58, 44, 89, 97
114, 48, 153, 96
27, 39, 51, 106
67, 94, 159, 167
58, 44, 89, 95
114, 48, 153, 95
27, 40, 52, 106
67, 95, 162, 167
59, 44, 89, 95
113, 47, 153, 96
27, 38, 53, 107
41, 47, 63, 101
106, 44, 134, 92
13, 36, 35, 107
58, 44, 88, 95
114, 50, 153, 95
27, 38, 52, 107
12, 31, 36, 99
62, 96, 159, 167
67, 93, 162, 166
58, 45, 88, 95
114, 48, 153, 96
28, 45, 52, 106
106, 45, 134, 92
59, 45, 89, 96
64, 92, 161, 166
28, 41, 51, 106
114, 49, 153, 96
12, 37, 36, 106
42, 47, 62, 102
58, 45, 88, 96
64, 93, 160, 166
28, 42, 51, 106
115, 49, 154, 96
42, 49, 63, 101
27, 42, 51, 107
58, 44, 88, 97
5, 44, 20, 105
66, 94, 160, 167
59, 45, 87, 96
28, 42, 51, 107
10, 38, 34, 107
5, 42, 19, 106
115, 49, 154, 92
42, 47, 62, 102
58, 45, 87, 96
27, 41, 51, 106
65, 92, 158, 166
11, 38, 35, 105
113, 51, 154, 95
5, 42, 19, 106
57, 44, 89, 96
69, 93, 162, 167
25, 41, 52, 106
12, 37, 38, 106
114, 49, 153, 92
57, 45, 88, 97
25, 42, 51, 106
61, 94, 159, 167
10, 38, 36, 105
64, 93, 160, 166
57, 44, 89, 95
25, 42, 51, 106
12, 39, 37, 105
66, 92, 162, 167
57, 44, 89, 95
26, 43, 51, 105
114, 49, 153, 95
12, 39, 36, 105
107, 45, 135, 91
66, 92, 161, 167
56, 45, 88, 97
27, 43, 51, 106
113, 49, 154, 95
12, 31, 36, 106
42, 49, 64, 101
57, 45, 88, 97
27, 42, 51, 107
114, 49, 153, 94
13, 38, 36, 106
42, 48, 63, 102
5, 43, 20, 105
106, 50, 134, 95
63, 93, 160, 167
